term,estimate,std.error,statistic,p.value
(Intercept),165.55642488850094,1.38146877359752,119.84087375161656,0
is_centralCentral,41.24204789497345,0.6606633041306653,62.42521362563319,0
host_response_rate,-0.9029455356969718,1.4209999837189453,-0.6354296594246565,0.5251510520072067
room_typeHotel room,25.775198946069143,8.00535784719315,3.2197435065449924,0.0012838484670894823
room_typePrivate room,-100.39077553674161,0.6524599571669982,-153.86503713215066,0
room_typeShared room,-127.98833304783246,5.133213814470234,-24.933372673283298,2.092116017952617e-136
